vector,geo,dguid,gender,age_group,indicators,coordinate,value
v1793300141,Saskatchewan,2021A000247,Both genders,45 to 64 years,"Wait time, 6 months or more",9.1.3.4.4,22.2
v1793300148,Saskatchewan,2021A000247,Both genders,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,9.1.3.5.4,46.1
v1793300155,Saskatchewan,2021A000247,Both genders,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,9.1.3.6.4,34.1
v1793300162,Saskatchewan,2021A000247,Both genders,45 to 64 years,Life affected by wait time,9.1.3.7.4,69.9
v1793300169,Saskatchewan,2021A000247,Both genders,65 years and over,"Total, wait time - medical specialist",9.1.4.1.4,100.0
v1793300176,Saskatchewan,2021A000247,Both genders,65 years and over,"Wait time, less than 3 months",9.1.4.2.4,68.7
v1793300183,Saskatchewan,2021A000247,Both genders,65 years and over,"Wait time, 3 months to less than 6 months",9.1.4.3.4,16.6
v1793300190,Saskatchewan,2021A000247,Both genders,65 years and over,"Wait time, 6 months or more",9.1.4.4.4,14.7
v1793300197,Saskatchewan,2021A000247,Both genders,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,9.1.4.5.4,67.0
v1793300204,Saskatchewan,2021A000247,Both genders,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,9.1.4.6.4,16.1
v1793300211,Saskatchewan,2021A000247,Both genders,65 years and over,Life affected by wait time,9.1.4.7.4,58.0
v1793300218,Saskatchewan,2021A000247,Men+,"Total, 18 years and over","Total, wait time - medical specialist",9.2.1.1.4,100.0
v1793300225,Saskatchewan,2021A000247,Men+,"Total, 18 years and over","Wait time, less than 3 months",9.2.1.2.4,64.9
v1793300232,Saskatchewan,2021A000247,Men+,"Total, 18 years and over","Wait time, 3 months to less than 6 months",9.2.1.3.4,18.3
v1793300239,Saskatchewan,2021A000247,Men+,"Total, 18 years and over","Wait time, 6 months or more",9.2.1.4.4,16.8
v1793300246,Saskatchewan,2021A000247,Men+,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,9.2.1.5.4,55.0
v1793300253,Saskatchewan,2021A000247,Men+,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,9.2.1.6.4,26.7
v1793300260,Saskatchewan,2021A000247,Men+,"Total, 18 years and over",Life affected by wait time,9.2.1.7.4,67.0
v1793300267,Saskatchewan,2021A000247,Men+,18 to 44 years,"Total, wait time - medical specialist",9.2.2.1.4,100.0
v1793300274,Saskatchewan,2021A000247,Men+,18 to 44 years,"Wait time, less than 3 months",9.2.2.2.4,60.9
v1793300281,Saskatchewan,2021A000247,Men+,18 to 44 years,"Wait time, 3 months to less than 6 months",9.2.2.3.4,21.1
v1793300288,Saskatchewan,2021A000247,Men+,18 to 44 years,"Wait time, 6 months or more",9.2.2.4.4,18.0
v1793300295,Saskatchewan,2021A000247,Men+,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,9.2.2.5.4,44.0
v1793300302,Saskatchewan,2021A000247,Men+,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,9.2.2.6.4,37.5
v1793300309,Saskatchewan,2021A000247,Men+,18 to 44 years,Life affected by wait time,9.2.2.7.4,75.9
v1793300316,Saskatchewan,2021A000247,Men+,45 to 64 years,"Total, wait time - medical specialist",9.2.3.1.4,100.0
v1793300323,Saskatchewan,2021A000247,Men+,45 to 64 years,"Wait time, less than 3 months",9.2.3.2.4,59.8
v1793300330,Saskatchewan,2021A000247,Men+,45 to 64 years,"Wait time, 3 months to less than 6 months",9.2.3.3.4,20.2
v1793300337,Saskatchewan,2021A000247,Men+,45 to 64 years,"Wait time, 6 months or more",9.2.3.4.4,20.0
v1793300344,Saskatchewan,2021A000247,Men+,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,9.2.3.5.4,48.3
v1793300351,Saskatchewan,2021A000247,Men+,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,9.2.3.6.4,29.0
v1793300358,Saskatchewan,2021A000247,Men+,45 to 64 years,Life affected by wait time,9.2.3.7.4,68.7
v1793300365,Saskatchewan,2021A000247,Men+,65 years and over,"Total, wait time - medical specialist",9.2.4.1.4,100.0
v1793300372,Saskatchewan,2021A000247,Men+,65 years and over,"Wait time, less than 3 months",9.2.4.2.4,74.3
v1793300379,Saskatchewan,2021A000247,Men+,65 years and over,"Wait time, 3 months to less than 6 months",9.2.4.3.4,13.3
v1793300386,Saskatchewan,2021A000247,Men+,65 years and over,"Wait time, 6 months or more",9.2.4.4.4,12.4
v1793300393,Saskatchewan,2021A000247,Men+,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,9.2.4.5.4,73.8
v1793300400,Saskatchewan,2021A000247,Men+,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,9.2.4.6.4,12.3
v1793300407,Saskatchewan,2021A000247,Men+,65 years and over,Life affected by wait time,9.2.4.7.4,55.2
v1793300414,Saskatchewan,2021A000247,Women+,"Total, 18 years and over","Total, wait time - medical specialist",9.3.1.1.4,100.0
v1793300421,Saskatchewan,2021A000247,Women+,"Total, 18 years and over","Wait time, less than 3 months",9.3.1.2.4,59.5
v1793300428,Saskatchewan,2021A000247,Women+,"Total, 18 years and over","Wait time, 3 months to less than 6 months",9.3.1.3.4,20.1
v1793300435,Saskatchewan,2021A000247,Women+,"Total, 18 years and over","Wait time, 6 months or more",9.3.1.4.4,20.5
v1793300442,Saskatchewan,2021A000247,Women+,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,9.3.1.5.4,43.6
v1793300449,Saskatchewan,2021A000247,Women+,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,9.3.1.6.4,34.1
v1793300456,Saskatchewan,2021A000247,Women+,"Total, 18 years and over",Life affected by wait time,9.3.1.7.4,71.3
v1793300463,Saskatchewan,2021A000247,Women+,18 to 44 years,"Total, wait time - medical specialist",9.3.2.1.4,100.0
v1793300470,Saskatchewan,2021A000247,Women+,18 to 44 years,"Wait time, less than 3 months",9.3.2.2.4,58.5
v1793300477,Saskatchewan,2021A000247,Women+,18 to 44 years,"Wait time, 3 months to less than 6 months",9.3.2.3.4,21.2
v1793300484,Saskatchewan,2021A000247,Women+,18 to 44 years,"Wait time, 6 months or more",9.3.2.4.4,20.3
v1793300491,Saskatchewan,2021A000247,Women+,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,9.3.2.5.4,32.9
v1793300498,Saskatchewan,2021A000247,Women+,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,9.3.2.6.4,40.2
v1793300505,Saskatchewan,2021A000247,Women+,18 to 44 years,Life affected by wait time,9.3.2.7.4,77.9
v1793300512,Saskatchewan,2021A000247,Women+,45 to 64 years,"Total, wait time - medical specialist",9.3.3.1.4,100.0
v1793300519,Saskatchewan,2021A000247,Women+,45 to 64 years,"Wait time, less than 3 months",9.3.3.2.4,57.3
v1793300526,Saskatchewan,2021A000247,Women+,45 to 64 years,"Wait time, 3 months to less than 6 months",9.3.3.3.4,18.8
v1793300533,Saskatchewan,2021A000247,Women+,45 to 64 years,"Wait time, 6 months or more",9.3.3.4.4,23.9
v1793300540,Saskatchewan,2021A000247,Women+,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,9.3.3.5.4,44.5
v1793300547,Saskatchewan,2021A000247,Women+,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,9.3.3.6.4,38.0
v1793300554,Saskatchewan,2021A000247,Women+,45 to 64 years,Life affected by wait time,9.3.3.7.4,70.9
v1793300561,Saskatchewan,2021A000247,Women+,65 years and over,"Total, wait time - medical specialist",9.3.4.1.4,100.0
v1793300568,Saskatchewan,2021A000247,Women+,65 years and over,"Wait time, less than 3 months",9.3.4.2.4,63.6
v1793300575,Saskatchewan,2021A000247,Women+,65 years and over,"Wait time, 3 months to less than 6 months",9.3.4.3.4,19.7
v1793300582,Saskatchewan,2021A000247,Women+,65 years and over,"Wait time, 6 months or more",9.3.4.4.4,16.7
v1793300589,Saskatchewan,2021A000247,Women+,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,9.3.4.5.4,60.7
v1793300596,Saskatchewan,2021A000247,Women+,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,9.3.4.6.4,19.5
v1793300603,Saskatchewan,2021A000247,Women+,65 years and over,Life affected by wait time,9.3.4.7.4,60.5
v1793300610,Alberta,2021A000248,Both genders,"Total, 18 years and over","Total, wait time - medical specialist",10.1.1.1.4,100.0
v1793300617,Alberta,2021A000248,Both genders,"Total, 18 years and over","Wait time, less than 3 months",10.1.1.2.4,62.5
v1793300624,Alberta,2021A000248,Both genders,"Total, 18 years and over","Wait time, 3 months to less than 6 months",10.1.1.3.4,17.7
v1793300631,Alberta,2021A000248,Both genders,"Total, 18 years and over","Wait time, 6 months or more",10.1.1.4.4,19.8
v1793300638,Alberta,2021A000248,Both genders,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,10.1.1.5.4,45.7
v1793300645,Alberta,2021A000248,Both genders,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,10.1.1.6.4,33.4
v1793300652,Alberta,2021A000248,Both genders,"Total, 18 years and over",Life affected by wait time,10.1.1.7.4,66.2
v1793300659,Alberta,2021A000248,Both genders,18 to 44 years,"Total, wait time - medical specialist",10.1.2.1.4,100.0
v1793300666,Alberta,2021A000248,Both genders,18 to 44 years,"Wait time, less than 3 months",10.1.2.2.4,64.5
v1793300673,Alberta,2021A000248,Both genders,18 to 44 years,"Wait time, 3 months to less than 6 months",10.1.2.3.4,16.4
v1793300680,Alberta,2021A000248,Both genders,18 to 44 years,"Wait time, 6 months or more",10.1.2.4.4,19.1
v1793300687,Alberta,2021A000248,Both genders,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,10.1.2.5.4,40.5
v1793300694,Alberta,2021A000248,Both genders,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,10.1.2.6.4,37.6
v1793300701,Alberta,2021A000248,Both genders,18 to 44 years,Life affected by wait time,10.1.2.7.4,66.3
v1793300708,Alberta,2021A000248,Both genders,45 to 64 years,"Total, wait time - medical specialist",10.1.3.1.4,100.0
v1793300715,Alberta,2021A000248,Both genders,45 to 64 years,"Wait time, less than 3 months",10.1.3.2.4,57.1
v1793300722,Alberta,2021A000248,Both genders,45 to 64 years,"Wait time, 3 months to less than 6 months",10.1.3.3.4,19.2
v1793300729,Alberta,2021A000248,Both genders,45 to 64 years,"Wait time, 6 months or more",10.1.3.4.4,23.7
v1793300736,Alberta,2021A000248,Both genders,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,10.1.3.5.4,43.9
v1793300743,Alberta,2021A000248,Both genders,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,10.1.3.6.4,34.8
v1793300750,Alberta,2021A000248,Both genders,45 to 64 years,Life affected by wait time,10.1.3.7.4,69.3
v1793300757,Alberta,2021A000248,Both genders,65 years and over,"Total, wait time - medical specialist",10.1.4.1.4,100.0
v1793300764,Alberta,2021A000248,Both genders,65 years and over,"Wait time, less than 3 months",10.1.4.2.4,65.8
v1793300771,Alberta,2021A000248,Both genders,65 years and over,"Wait time, 3 months to less than 6 months",10.1.4.3.4,18.1
v1793300778,Alberta,2021A000248,Both genders,65 years and over,"Wait time, 6 months or more",10.1.4.4.4,16.1
v1793300785,Alberta,2021A000248,Both genders,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,10.1.4.5.4,57.2
v1793300792,Alberta,2021A000248,Both genders,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,10.1.4.6.4,24.0
v1793300799,Alberta,2021A000248,Both genders,65 years and over,Life affected by wait time,10.1.4.7.4,61.9
v1793300806,Alberta,2021A000248,Men+,"Total, 18 years and over","Total, wait time - medical specialist",10.2.1.1.4,100.0
v1793300813,Alberta,2021A000248,Men+,"Total, 18 years and over","Wait time, less than 3 months",10.2.1.2.4,65.4
v1793300820,Alberta,2021A000248,Men+,"Total, 18 years and over","Wait time, 3 months to less than 6 months",10.2.1.3.4,16.8
v1793300827,Alberta,2021A000248,Men+,"Total, 18 years and over","Wait time, 6 months or more",10.2.1.4.4,17.8
v1793300834,Alberta,2021A000248,Men+,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,10.2.1.5.4,48.3
v1793300841,Alberta,2021A000248,Men+,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,10.2.1.6.4,31.7
v1793300848,Alberta,2021A000248,Men+,"Total, 18 years and over",Life affected by wait time,10.2.1.7.4,65.4
v1793300855,Alberta,2021A000248,Men+,18 to 44 years,"Total, wait time - medical specialist",10.2.2.1.4,100.0
v1793300862,Alberta,2021A000248,Men+,18 to 44 years,"Wait time, less than 3 months",10.2.2.2.4,67.8
v1793300869,Alberta,2021A000248,Men+,18 to 44 years,"Wait time, 3 months to less than 6 months",10.2.2.3.4,15.8
v1793300876,Alberta,2021A000248,Men+,18 to 44 years,"Wait time, 6 months or more",10.2.2.4.4,16.4
v1793300883,Alberta,2021A000248,Men+,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,10.2.2.5.4,38.6
v1793300890,Alberta,2021A000248,Men+,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,10.2.2.6.4,35.6
v1793300897,Alberta,2021A000248,Men+,18 to 44 years,Life affected by wait time,10.2.2.7.4,64.9
v1793300904,Alberta,2021A000248,Men+,45 to 64 years,"Total, wait time - medical specialist",10.2.3.1.4,100.0
v1793300911,Alberta,2021A000248,Men+,45 to 64 years,"Wait time, less than 3 months",10.2.3.2.4,62.3
v1793300918,Alberta,2021A000248,Men+,45 to 64 years,"Wait time, 3 months to less than 6 months",10.2.3.3.4,18.8
v1793300925,Alberta,2021A000248,Men+,45 to 64 years,"Wait time, 6 months or more",10.2.3.4.4,18.9
v1793300932,Alberta,2021A000248,Men+,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,10.2.3.5.4,50.0
v1793300939,Alberta,2021A000248,Men+,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,10.2.3.6.4,33.0
v1793300946,Alberta,2021A000248,Men+,45 to 64 years,Life affected by wait time,10.2.3.7.4,66.1
v1793300953,Alberta,2021A000248,Men+,65 years and over,"Total, wait time - medical specialist",10.2.4.1.4,100.0
v1793300960,Alberta,2021A000248,Men+,65 years and over,"Wait time, less than 3 months",10.2.4.2.4,65.1
v1793300967,Alberta,2021A000248,Men+,65 years and over,"Wait time, 3 months to less than 6 months",10.2.4.3.4,16.1
v1793300974,Alberta,2021A000248,Men+,65 years and over,"Wait time, 6 months or more",10.2.4.4.4,18.8
v1793300981,Alberta,2021A000248,Men+,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,10.2.4.5.4,61.3
v1793300988,Alberta,2021A000248,Men+,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,10.2.4.6.4,24.0
v1793300995,Alberta,2021A000248,Men+,65 years and over,Life affected by wait time,10.2.4.7.4,65.6
v1793301002,Alberta,2021A000248,Women+,"Total, 18 years and over","Total, wait time - medical specialist",10.3.1.1.4,100.0
v1793301009,Alberta,2021A000248,Women+,"Total, 18 years and over","Wait time, less than 3 months",10.3.1.2.4,60.3
v1793301016,Alberta,2021A000248,Women+,"Total, 18 years and over","Wait time, 3 months to less than 6 months",10.3.1.3.4,18.4
v1793301023,Alberta,2021A000248,Women+,"Total, 18 years and over","Wait time, 6 months or more",10.3.1.4.4,21.3
v1793301030,Alberta,2021A000248,Women+,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,10.3.1.5.4,43.6
v1793301037,Alberta,2021A000248,Women+,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,10.3.1.6.4,34.7
v1793301044,Alberta,2021A000248,Women+,"Total, 18 years and over",Life affected by wait time,10.3.1.7.4,66.8
v1793301051,Alberta,2021A000248,Women+,18 to 44 years,"Total, wait time - medical specialist",10.3.2.1.4,100.0
v1793301058,Alberta,2021A000248,Women+,18 to 44 years,"Wait time, less than 3 months",10.3.2.2.4,62.2
v1793301065,Alberta,2021A000248,Women+,18 to 44 years,"Wait time, 3 months to less than 6 months",10.3.2.3.4,16.9
v1793301072,Alberta,2021A000248,Women+,18 to 44 years,"Wait time, 6 months or more",10.3.2.4.4,20.9
v1793301079,Alberta,2021A000248,Women+,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,10.3.2.5.4,41.8
v1793301086,Alberta,2021A000248,Women+,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,10.3.2.6.4,39.0
v1793301093,Alberta,2021A000248,Women+,18 to 44 years,Life affected by wait time,10.3.2.7.4,67.4
v1793301100,Alberta,2021A000248,Women+,45 to 64 years,"Total, wait time - medical specialist",10.3.3.1.4,100.0
v1793301107,Alberta,2021A000248,Women+,45 to 64 years,"Wait time, less than 3 months",10.3.3.2.4,53.2
v1793301114,Alberta,2021A000248,Women+,45 to 64 years,"Wait time, 3 months to less than 6 months",10.3.3.3.4,19.6
v1793301121,Alberta,2021A000248,Women+,45 to 64 years,"Wait time, 6 months or more",10.3.3.4.4,27.2
v1793301128,Alberta,2021A000248,Women+,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,10.3.3.5.4,39.3
v1793301135,Alberta,2021A000248,Women+,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,10.3.3.6.4,36.2
v1793301142,Alberta,2021A000248,Women+,45 to 64 years,Life affected by wait time,10.3.3.7.4,71.8
v1793301149,Alberta,2021A000248,Women+,65 years and over,"Total, wait time - medical specialist",10.3.4.1.4,100.0
v1793301156,Alberta,2021A000248,Women+,65 years and over,"Wait time, less than 3 months",10.3.4.2.4,66.5
v1793301163,Alberta,2021A000248,Women+,65 years and over,"Wait time, 3 months to less than 6 months",10.3.4.3.4,20.0
v1793301170,Alberta,2021A000248,Women+,65 years and over,"Wait time, 6 months or more",10.3.4.4.4,13.5
v1793301177,Alberta,2021A000248,Women+,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,10.3.4.5.4,53.4
v1793301184,Alberta,2021A000248,Women+,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,10.3.4.6.4,23.9
v1793301191,Alberta,2021A000248,Women+,65 years and over,Life affected by wait time,10.3.4.7.4,58.4
v1793301198,British Columbia,2021A000259,Both genders,"Total, 18 years and over","Total, wait time - medical specialist",11.1.1.1.4,100.0
v1793301205,British Columbia,2021A000259,Both genders,"Total, 18 years and over","Wait time, less than 3 months",11.1.1.2.4,62.1
v1793301212,British Columbia,2021A000259,Both genders,"Total, 18 years and over","Wait time, 3 months to less than 6 months",11.1.1.3.4,19.1
v1793301219,British Columbia,2021A000259,Both genders,"Total, 18 years and over","Wait time, 6 months or more",11.1.1.4.4,18.8
v1793301226,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,11.1.1.5.4,44.3
v1793301233,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,11.1.1.6.4,33.3
v1793301240,British Columbia,2021A000259,Both genders,"Total, 18 years and over",Life affected by wait time,11.1.1.7.4,67.6
v1793301247,British Columbia,2021A000259,Both genders,18 to 44 years,"Total, wait time - medical specialist",11.1.2.1.4,100.0
v1793301254,British Columbia,2021A000259,Both genders,18 to 44 years,"Wait time, less than 3 months",11.1.2.2.4,61.5
v1793301261,British Columbia,2021A000259,Both genders,18 to 44 years,"Wait time, 3 months to less than 6 months",11.1.2.3.4,18.2
v1793301268,British Columbia,2021A000259,Both genders,18 to 44 years,"Wait time, 6 months or more",11.1.2.4.4,20.3
v1793301275,British Columbia,2021A000259,Both genders,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,11.1.2.5.4,39.9
v1793301282,British Columbia,2021A000259,Both genders,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,11.1.2.6.4,38.4
v1793301289,British Columbia,2021A000259,Both genders,18 to 44 years,Life affected by wait time,11.1.2.7.4,70.2
v1793301296,British Columbia,2021A000259,Both genders,45 to 64 years,"Total, wait time - medical specialist",11.1.3.1.4,100.0
v1793301303,British Columbia,2021A000259,Both genders,45 to 64 years,"Wait time, less than 3 months",11.1.3.2.4,60.2
v1793301310,British Columbia,2021A000259,Both genders,45 to 64 years,"Wait time, 3 months to less than 6 months",11.1.3.3.4,20.2
v1793301317,British Columbia,2021A000259,Both genders,45 to 64 years,"Wait time, 6 months or more",11.1.3.4.4,19.6
v1793301324,British Columbia,2021A000259,Both genders,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,11.1.3.5.4,43.0
v1793301331,British Columbia,2021A000259,Both genders,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,11.1.3.6.4,32.8
v1793301338,British Columbia,2021A000259,Both genders,45 to 64 years,Life affected by wait time,11.1.3.7.4,68.5
v1793301345,British Columbia,2021A000259,Both genders,65 years and over,"Total, wait time - medical specialist",11.1.4.1.4,100.0
v1793301352,British Columbia,2021A000259,Both genders,65 years and over,"Wait time, less than 3 months",11.1.4.2.4,64.7
v1793301359,British Columbia,2021A000259,Both genders,65 years and over,"Wait time, 3 months to less than 6 months",11.1.4.3.4,19.3
v1793301366,British Columbia,2021A000259,Both genders,65 years and over,"Wait time, 6 months or more",11.1.4.4.4,16.0
v1793301373,British Columbia,2021A000259,Both genders,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,11.1.4.5.4,51.7
v1793301380,British Columbia,2021A000259,Both genders,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,11.1.4.6.4,26.8
v1793301387,British Columbia,2021A000259,Both genders,65 years and over,Life affected by wait time,11.1.4.7.4,63.1
v1793301394,British Columbia,2021A000259,Men+,"Total, 18 years and over","Total, wait time - medical specialist",11.2.1.1.4,100.0
v1793301401,British Columbia,2021A000259,Men+,"Total, 18 years and over","Wait time, less than 3 months",11.2.1.2.4,68.0
v1793301408,British Columbia,2021A000259,Men+,"Total, 18 years and over","Wait time, 3 months to less than 6 months",11.2.1.3.4,17.0
v1793301415,British Columbia,2021A000259,Men+,"Total, 18 years and over","Wait time, 6 months or more",11.2.1.4.4,15.1
v1793301422,British Columbia,2021A000259,Men+,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,11.2.1.5.4,42.8
v1793301429,British Columbia,2021A000259,Men+,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,11.2.1.6.4,32.9
v1793301436,British Columbia,2021A000259,Men+,"Total, 18 years and over",Life affected by wait time,11.2.1.7.4,67.2
v1793301443,British Columbia,2021A000259,Men+,18 to 44 years,"Total, wait time - medical specialist",11.2.2.1.4,100.0
v1793301450,British Columbia,2021A000259,Men+,18 to 44 years,"Wait time, less than 3 months",11.2.2.2.4,70.2
v1793301457,British Columbia,2021A000259,Men+,18 to 44 years,"Wait time, 3 months to less than 6 months",11.2.2.3.4,15.2
v1793301464,British Columbia,2021A000259,Men+,18 to 44 years,"Wait time, 6 months or more",11.2.2.4.4,14.6
v1793301471,British Columbia,2021A000259,Men+,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,11.2.2.5.4,33.6
v1793301478,British Columbia,2021A000259,Men+,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,11.2.2.6.4,39.8
v1793301485,British Columbia,2021A000259,Men+,18 to 44 years,Life affected by wait time,11.2.2.7.4,73.3
v1793301492,British Columbia,2021A000259,Men+,45 to 64 years,"Total, wait time - medical specialist",11.2.3.1.4,100.0
v1793301499,British Columbia,2021A000259,Men+,45 to 64 years,"Wait time, less than 3 months",11.2.3.2.4,67.7
v1793301506,British Columbia,2021A000259,Men+,45 to 64 years,"Wait time, 3 months to less than 6 months",11.2.3.3.4,16.8
v1793301513,British Columbia,2021A000259,Men+,45 to 64 years,"Wait time, 6 months or more",11.2.3.4.4,15.6
v1793301520,British Columbia,2021A000259,Men+,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,11.2.3.5.4,43.6
v1793301527,British Columbia,2021A000259,Men+,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,11.2.3.6.4,30.1
v1793301534,British Columbia,2021A000259,Men+,45 to 64 years,Life affected by wait time,11.2.3.7.4,64.7
v1793301541,British Columbia,2021A000259,Men+,65 years and over,"Total, wait time - medical specialist",11.2.4.1.4,100.0
v1793301548,British Columbia,2021A000259,Men+,65 years and over,"Wait time, less than 3 months",11.2.4.2.4,65.8
v1793301555,British Columbia,2021A000259,Men+,65 years and over,"Wait time, 3 months to less than 6 months",11.2.4.3.4,19.2
v1793301562,British Columbia,2021A000259,Men+,65 years and over,"Wait time, 6 months or more",11.2.4.4.4,15.1
v1793301569,British Columbia,2021A000259,Men+,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,11.2.4.5.4,52.3
v1793301576,British Columbia,2021A000259,Men+,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,11.2.4.6.4,27.9
v1793301583,British Columbia,2021A000259,Men+,65 years and over,Life affected by wait time,11.2.4.7.4,63.0
v1793301590,British Columbia,2021A000259,Women+,"Total, 18 years and over","Total, wait time - medical specialist",11.3.1.1.4,100.0
v1793301597,British Columbia,2021A000259,Women+,"Total, 18 years and over","Wait time, less than 3 months",11.3.1.2.4,57.4
v1793301604,British Columbia,2021A000259,Women+,"Total, 18 years and over","Wait time, 3 months to less than 6 months",11.3.1.3.4,20.9
v1793301611,British Columbia,2021A000259,Women+,"Total, 18 years and over","Wait time, 6 months or more",11.3.1.4.4,21.8
v1793301618,British Columbia,2021A000259,Women+,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,11.3.1.5.4,45.5
v1793301625,British Columbia,2021A000259,Women+,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,11.3.1.6.4,33.6
v1793301632,British Columbia,2021A000259,Women+,"Total, 18 years and over",Life affected by wait time,11.3.1.7.4,67.9
v1793301639,British Columbia,2021A000259,Women+,18 to 44 years,"Total, wait time - medical specialist",11.3.2.1.4,100.0
v1793301646,British Columbia,2021A000259,Women+,18 to 44 years,"Wait time, less than 3 months",11.3.2.2.4,56.0
v1793301653,British Columbia,2021A000259,Women+,18 to 44 years,"Wait time, 3 months to less than 6 months",11.3.2.3.4,20.2
v1793301660,British Columbia,2021A000259,Women+,18 to 44 years,"Wait time, 6 months or more",11.3.2.4.4,23.9
v1793301667,British Columbia,2021A000259,Women+,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,11.3.2.5.4,44.0
v1793301674,British Columbia,2021A000259,Women+,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,11.3.2.6.4,37.5
v1793301681,British Columbia,2021A000259,Women+,18 to 44 years,Life affected by wait time,11.3.2.7.4,68.3
v1793301688,British Columbia,2021A000259,Women+,45 to 64 years,"Total, wait time - medical specialist",11.3.3.1.4,100.0
v1793301695,British Columbia,2021A000259,Women+,45 to 64 years,"Wait time, less than 3 months",11.3.3.2.4,52.9
v1793301702,British Columbia,2021A000259,Women+,45 to 64 years,"Wait time, 3 months to less than 6 months",11.3.3.3.4,23.6
v1793301709,British Columbia,2021A000259,Women+,45 to 64 years,"Wait time, 6 months or more",11.3.3.4.4,23.5
v1793301716,British Columbia,2021A000259,Women+,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,11.3.3.5.4,42.3
v1793301723,British Columbia,2021A000259,Women+,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,11.3.3.6.4,35.4
