vector,geo,dguid,gender,age_group,indicators,coordinate,value
v1793296872,Prince Edward Island,2021A000211,Men+,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,3.2.4.6.4,21.4
v1793296879,Prince Edward Island,2021A000211,Men+,65 years and over,Life affected by wait time,3.2.4.7.4,55.3
v1793296886,Prince Edward Island,2021A000211,Women+,"Total, 18 years and over","Total, wait time - medical specialist",3.3.1.1.4,100.0
v1793296893,Prince Edward Island,2021A000211,Women+,"Total, 18 years and over","Wait time, less than 3 months",3.3.1.2.4,60.0
v1793296900,Prince Edward Island,2021A000211,Women+,"Total, 18 years and over","Wait time, 3 months to less than 6 months",3.3.1.3.4,12.8
v1793296907,Prince Edward Island,2021A000211,Women+,"Total, 18 years and over","Wait time, 6 months or more",3.3.1.4.4,27.2
v1793296914,Prince Edward Island,2021A000211,Women+,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,3.3.1.5.4,52.5
v1793296921,Prince Edward Island,2021A000211,Women+,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,3.3.1.6.4,29.7
v1793296928,Prince Edward Island,2021A000211,Women+,"Total, 18 years and over",Life affected by wait time,3.3.1.7.4,67.2
v1793296935,Prince Edward Island,2021A000211,Women+,18 to 44 years,"Total, wait time - medical specialist",3.3.2.1.4,100.0
v1793296942,Prince Edward Island,2021A000211,Women+,18 to 44 years,"Wait time, less than 3 months",3.3.2.2.4,60.1
v1793296949,Prince Edward Island,2021A000211,Women+,18 to 44 years,"Wait time, 3 months to less than 6 months",3.3.2.3.4,8.9
v1793296956,Prince Edward Island,2021A000211,Women+,18 to 44 years,"Wait time, 6 months or more",3.3.2.4.4,31.0
v1793296963,Prince Edward Island,2021A000211,Women+,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,3.3.2.5.4,43.5
v1793296970,Prince Edward Island,2021A000211,Women+,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,3.3.2.6.4,38.1
v1793296977,Prince Edward Island,2021A000211,Women+,18 to 44 years,Life affected by wait time,3.3.2.7.4,74.9
v1793296984,Prince Edward Island,2021A000211,Women+,45 to 64 years,"Total, wait time - medical specialist",3.3.3.1.4,100.0
v1793296991,Prince Edward Island,2021A000211,Women+,45 to 64 years,"Wait time, less than 3 months",3.3.3.2.4,58.2
v1793296998,Prince Edward Island,2021A000211,Women+,45 to 64 years,"Wait time, 3 months to less than 6 months",3.3.3.3.4,17.4
v1793297005,Prince Edward Island,2021A000211,Women+,45 to 64 years,"Wait time, 6 months or more",3.3.3.4.4,24.4
v1793297012,Prince Edward Island,2021A000211,Women+,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,3.3.3.5.4,56.2
v1793297019,Prince Edward Island,2021A000211,Women+,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,3.3.3.6.4,26.9
v1793297026,Prince Edward Island,2021A000211,Women+,45 to 64 years,Life affected by wait time,3.3.3.7.4,67.8
v1793297033,Prince Edward Island,2021A000211,Women+,65 years and over,"Total, wait time - medical specialist",3.3.4.1.4,100.0
v1793297040,Prince Edward Island,2021A000211,Women+,65 years and over,"Wait time, less than 3 months",3.3.4.2.4,61.9
v1793297047,Prince Edward Island,2021A000211,Women+,65 years and over,"Wait time, 3 months to less than 6 months",3.3.4.3.4,13.5
v1793297054,Prince Edward Island,2021A000211,Women+,65 years and over,"Wait time, 6 months or more",3.3.4.4.4,24.6
v1793297061,Prince Edward Island,2021A000211,Women+,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,3.3.4.5.4,62.3
v1793297068,Prince Edward Island,2021A000211,Women+,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,3.3.4.6.4,19.8
v1793297075,Prince Edward Island,2021A000211,Women+,65 years and over,Life affected by wait time,3.3.4.7.4,54.4
v1793297082,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over","Total, wait time - medical specialist",4.1.1.1.4,100.0
v1793297089,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over","Wait time, less than 3 months",4.1.1.2.4,59.9
v1793297096,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over","Wait time, 3 months to less than 6 months",4.1.1.3.4,16.8
v1793297103,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over","Wait time, 6 months or more",4.1.1.4.4,23.3
v1793297110,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,4.1.1.5.4,52.2
v1793297117,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,4.1.1.6.4,29.7
v1793297124,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Life affected by wait time,4.1.1.7.4,65.9
v1793297131,Nova Scotia,2021A000212,Both genders,18 to 44 years,"Total, wait time - medical specialist",4.1.2.1.4,100.0
v1793297138,Nova Scotia,2021A000212,Both genders,18 to 44 years,"Wait time, less than 3 months",4.1.2.2.4,60.4
v1793297145,Nova Scotia,2021A000212,Both genders,18 to 44 years,"Wait time, 3 months to less than 6 months",4.1.2.3.4,15.9
v1793297152,Nova Scotia,2021A000212,Both genders,18 to 44 years,"Wait time, 6 months or more",4.1.2.4.4,23.7
v1793297159,Nova Scotia,2021A000212,Both genders,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,4.1.2.5.4,41.1
v1793297166,Nova Scotia,2021A000212,Both genders,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,4.1.2.6.4,35.1
v1793297173,Nova Scotia,2021A000212,Both genders,18 to 44 years,Life affected by wait time,4.1.2.7.4,75.0
v1793297180,Nova Scotia,2021A000212,Both genders,45 to 64 years,"Total, wait time - medical specialist",4.1.3.1.4,100.0
v1793297187,Nova Scotia,2021A000212,Both genders,45 to 64 years,"Wait time, less than 3 months",4.1.3.2.4,54.5
v1793297194,Nova Scotia,2021A000212,Both genders,45 to 64 years,"Wait time, 3 months to less than 6 months",4.1.3.3.4,18.0
v1793297201,Nova Scotia,2021A000212,Both genders,45 to 64 years,"Wait time, 6 months or more",4.1.3.4.4,27.5
v1793297208,Nova Scotia,2021A000212,Both genders,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,4.1.3.5.4,53.5
v1793297215,Nova Scotia,2021A000212,Both genders,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,4.1.3.6.4,31.2
v1793297222,Nova Scotia,2021A000212,Both genders,45 to 64 years,Life affected by wait time,4.1.3.7.4,67.0
v1793297229,Nova Scotia,2021A000212,Both genders,65 years and over,"Total, wait time - medical specialist",4.1.4.1.4,100.0
v1793297236,Nova Scotia,2021A000212,Both genders,65 years and over,"Wait time, less than 3 months",4.1.4.2.4,65.5
v1793297243,Nova Scotia,2021A000212,Both genders,65 years and over,"Wait time, 3 months to less than 6 months",4.1.4.3.4,16.6
v1793297250,Nova Scotia,2021A000212,Both genders,65 years and over,"Wait time, 6 months or more",4.1.4.4.4,18.0
v1793297257,Nova Scotia,2021A000212,Both genders,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,4.1.4.5.4,63.6
v1793297264,Nova Scotia,2021A000212,Both genders,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,4.1.4.6.4,22.0
v1793297271,Nova Scotia,2021A000212,Both genders,65 years and over,Life affected by wait time,4.1.4.7.4,54.3
v1793297278,Nova Scotia,2021A000212,Men+,"Total, 18 years and over","Total, wait time - medical specialist",4.2.1.1.4,100.0
v1793297285,Nova Scotia,2021A000212,Men+,"Total, 18 years and over","Wait time, less than 3 months",4.2.1.2.4,64.3
v1793297292,Nova Scotia,2021A000212,Men+,"Total, 18 years and over","Wait time, 3 months to less than 6 months",4.2.1.3.4,14.2
v1793297299,Nova Scotia,2021A000212,Men+,"Total, 18 years and over","Wait time, 6 months or more",4.2.1.4.4,21.6
v1793297306,Nova Scotia,2021A000212,Men+,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,4.2.1.5.4,52.6
v1793297313,Nova Scotia,2021A000212,Men+,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,4.2.1.6.4,29.5
v1793297320,Nova Scotia,2021A000212,Men+,"Total, 18 years and over",Life affected by wait time,4.2.1.7.4,64.0
v1793297376,Nova Scotia,2021A000212,Men+,45 to 64 years,"Total, wait time - medical specialist",4.2.3.1.4,100.0
v1793297383,Nova Scotia,2021A000212,Men+,45 to 64 years,"Wait time, less than 3 months",4.2.3.2.4,62.2
v1793297390,Nova Scotia,2021A000212,Men+,45 to 64 years,"Wait time, 3 months to less than 6 months",4.2.3.3.4,16.5
v1793297397,Nova Scotia,2021A000212,Men+,45 to 64 years,"Wait time, 6 months or more",4.2.3.4.4,21.3
v1793297404,Nova Scotia,2021A000212,Men+,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,4.2.3.5.4,60.5
v1793297411,Nova Scotia,2021A000212,Men+,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,4.2.3.6.4,24.4
v1793297810,New Brunswick,2021A000213,Both genders,45 to 64 years,Life affected by wait time,5.1.3.7.4,59.0
v1793297418,Nova Scotia,2021A000212,Men+,45 to 64 years,Life affected by wait time,4.2.3.7.4,63.0
v1793297425,Nova Scotia,2021A000212,Men+,65 years and over,"Total, wait time - medical specialist",4.2.4.1.4,100.0
v1793297432,Nova Scotia,2021A000212,Men+,65 years and over,"Wait time, less than 3 months",4.2.4.2.4,67.3
v1793297439,Nova Scotia,2021A000212,Men+,65 years and over,"Wait time, 3 months to less than 6 months",4.2.4.3.4,16.9
v1793297446,Nova Scotia,2021A000212,Men+,65 years and over,"Wait time, 6 months or more",4.2.4.4.4,15.8
v1793297453,Nova Scotia,2021A000212,Men+,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,4.2.4.5.4,64.2
v1793297460,Nova Scotia,2021A000212,Men+,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,4.2.4.6.4,25.1
v1793297467,Nova Scotia,2021A000212,Men+,65 years and over,Life affected by wait time,4.2.4.7.4,55.6
v1793297474,Nova Scotia,2021A000212,Women+,"Total, 18 years and over","Total, wait time - medical specialist",4.3.1.1.4,100.0
v1793297481,Nova Scotia,2021A000212,Women+,"Total, 18 years and over","Wait time, less than 3 months",4.3.1.2.4,56.1
v1793297488,Nova Scotia,2021A000212,Women+,"Total, 18 years and over","Wait time, 3 months to less than 6 months",4.3.1.3.4,19.2
v1793297495,Nova Scotia,2021A000212,Women+,"Total, 18 years and over","Wait time, 6 months or more",4.3.1.4.4,24.8
v1793297502,Nova Scotia,2021A000212,Women+,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,4.3.1.5.4,51.9
v1793297509,Nova Scotia,2021A000212,Women+,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,4.3.1.6.4,29.9
v1793297516,Nova Scotia,2021A000212,Women+,"Total, 18 years and over",Life affected by wait time,4.3.1.7.4,67.7
v1793297523,Nova Scotia,2021A000212,Women+,18 to 44 years,"Total, wait time - medical specialist",4.3.2.1.4,100.0
v1793297530,Nova Scotia,2021A000212,Women+,18 to 44 years,"Wait time, less than 3 months",4.3.2.2.4,58.3
v1793297537,Nova Scotia,2021A000212,Women+,18 to 44 years,"Wait time, 3 months to less than 6 months",4.3.2.3.4,21.3
v1793297544,Nova Scotia,2021A000212,Women+,18 to 44 years,"Wait time, 6 months or more",4.3.2.4.4,20.4
v1793297551,Nova Scotia,2021A000212,Women+,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,4.3.2.5.4,47.9
v1793297558,Nova Scotia,2021A000212,Women+,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,4.3.2.6.4,31.9
v1793297565,Nova Scotia,2021A000212,Women+,18 to 44 years,Life affected by wait time,4.3.2.7.4,75.8
v1793297572,Nova Scotia,2021A000212,Women+,45 to 64 years,"Total, wait time - medical specialist",4.3.3.1.4,100.0
v1793297579,Nova Scotia,2021A000212,Women+,45 to 64 years,"Wait time, less than 3 months",4.3.3.2.4,48.3
v1793297586,Nova Scotia,2021A000212,Women+,45 to 64 years,"Wait time, 3 months to less than 6 months",4.3.3.3.4,19.1
v1793297593,Nova Scotia,2021A000212,Women+,45 to 64 years,"Wait time, 6 months or more",4.3.3.4.4,32.6
v1793297600,Nova Scotia,2021A000212,Women+,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,4.3.3.5.4,47.8
v1793297607,Nova Scotia,2021A000212,Women+,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,4.3.3.6.4,36.7
v1793297614,Nova Scotia,2021A000212,Women+,45 to 64 years,Life affected by wait time,4.3.3.7.4,70.2
v1793297621,Nova Scotia,2021A000212,Women+,65 years and over,"Total, wait time - medical specialist",4.3.4.1.4,100.0
v1793297628,Nova Scotia,2021A000212,Women+,65 years and over,"Wait time, less than 3 months",4.3.4.2.4,63.4
v1793297635,Nova Scotia,2021A000212,Women+,65 years and over,"Wait time, 3 months to less than 6 months",4.3.4.3.4,16.1
v1793297642,Nova Scotia,2021A000212,Women+,65 years and over,"Wait time, 6 months or more",4.3.4.4.4,20.4
v1793297649,Nova Scotia,2021A000212,Women+,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,4.3.4.5.4,62.9
v1793297656,Nova Scotia,2021A000212,Women+,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,4.3.4.6.4,18.4
v1793297663,Nova Scotia,2021A000212,Women+,65 years and over,Life affected by wait time,4.3.4.7.4,52.9
v1793297670,New Brunswick,2021A000213,Both genders,"Total, 18 years and over","Total, wait time - medical specialist",5.1.1.1.4,100.0
v1793297677,New Brunswick,2021A000213,Both genders,"Total, 18 years and over","Wait time, less than 3 months",5.1.1.2.4,63.2
v1793297684,New Brunswick,2021A000213,Both genders,"Total, 18 years and over","Wait time, 3 months to less than 6 months",5.1.1.3.4,16.0
v1793297691,New Brunswick,2021A000213,Both genders,"Total, 18 years and over","Wait time, 6 months or more",5.1.1.4.4,20.8
v1793297698,New Brunswick,2021A000213,Both genders,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,5.1.1.5.4,58.2
v1793297705,New Brunswick,2021A000213,Both genders,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,5.1.1.6.4,25.6
v1793297712,New Brunswick,2021A000213,Both genders,"Total, 18 years and over",Life affected by wait time,5.1.1.7.4,54.5
v1793297719,New Brunswick,2021A000213,Both genders,18 to 44 years,"Total, wait time - medical specialist",5.1.2.1.4,100.0
v1793297726,New Brunswick,2021A000213,Both genders,18 to 44 years,"Wait time, less than 3 months",5.1.2.2.4,64.3
v1793297733,New Brunswick,2021A000213,Both genders,18 to 44 years,"Wait time, 3 months to less than 6 months",5.1.2.3.4,13.2
v1793297740,New Brunswick,2021A000213,Both genders,18 to 44 years,"Wait time, 6 months or more",5.1.2.4.4,22.5
v1793297747,New Brunswick,2021A000213,Both genders,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,5.1.2.5.4,48.7
v1793297754,New Brunswick,2021A000213,Both genders,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,5.1.2.6.4,32.4
v1793297761,New Brunswick,2021A000213,Both genders,18 to 44 years,Life affected by wait time,5.1.2.7.4,57.1
v1793297768,New Brunswick,2021A000213,Both genders,45 to 64 years,"Total, wait time - medical specialist",5.1.3.1.4,100.0
v1793297775,New Brunswick,2021A000213,Both genders,45 to 64 years,"Wait time, less than 3 months",5.1.3.2.4,55.1
v1793297782,New Brunswick,2021A000213,Both genders,45 to 64 years,"Wait time, 3 months to less than 6 months",5.1.3.3.4,21.7
v1793297789,New Brunswick,2021A000213,Both genders,45 to 64 years,"Wait time, 6 months or more",5.1.3.4.4,23.2
v1793297796,New Brunswick,2021A000213,Both genders,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,5.1.3.5.4,56.2
v1793297803,New Brunswick,2021A000213,Both genders,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,5.1.3.6.4,27.9
v1793297817,New Brunswick,2021A000213,Both genders,65 years and over,"Total, wait time - medical specialist",5.1.4.1.4,100.0
v1793297824,New Brunswick,2021A000213,Both genders,65 years and over,"Wait time, less than 3 months",5.1.4.2.4,69.7
v1793297831,New Brunswick,2021A000213,Both genders,65 years and over,"Wait time, 3 months to less than 6 months",5.1.4.3.4,13.4
v1793297838,New Brunswick,2021A000213,Both genders,65 years and over,"Wait time, 6 months or more",5.1.4.4.4,16.9
v1793297845,New Brunswick,2021A000213,Both genders,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,5.1.4.5.4,69.1
v1793297852,New Brunswick,2021A000213,Both genders,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,5.1.4.6.4,17.0
v1793297859,New Brunswick,2021A000213,Both genders,65 years and over,Life affected by wait time,5.1.4.7.4,47.9
v1793297866,New Brunswick,2021A000213,Men+,"Total, 18 years and over","Total, wait time - medical specialist",5.2.1.1.4,100.0
v1793297873,New Brunswick,2021A000213,Men+,"Total, 18 years and over","Wait time, less than 3 months",5.2.1.2.4,68.4
v1793297880,New Brunswick,2021A000213,Men+,"Total, 18 years and over","Wait time, 3 months to less than 6 months",5.2.1.3.4,16.1
v1793297887,New Brunswick,2021A000213,Men+,"Total, 18 years and over","Wait time, 6 months or more",5.2.1.4.4,15.5
v1793297894,New Brunswick,2021A000213,Men+,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,5.2.1.5.4,60.3
v1793297901,New Brunswick,2021A000213,Men+,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,5.2.1.6.4,24.4
v1793297908,New Brunswick,2021A000213,Men+,"Total, 18 years and over",Life affected by wait time,5.2.1.7.4,48.6
v1793297964,New Brunswick,2021A000213,Men+,45 to 64 years,"Total, wait time - medical specialist",5.2.3.1.4,100.0
v1793297971,New Brunswick,2021A000213,Men+,45 to 64 years,"Wait time, less than 3 months",5.2.3.2.4,52.8
v1793297978,New Brunswick,2021A000213,Men+,45 to 64 years,"Wait time, 3 months to less than 6 months",5.2.3.3.4,28.3
v1793297985,New Brunswick,2021A000213,Men+,45 to 64 years,"Wait time, 6 months or more",5.2.3.4.4,18.9
v1793297992,New Brunswick,2021A000213,Men+,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,5.2.3.5.4,52.3
v1793297999,New Brunswick,2021A000213,Men+,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,5.2.3.6.4,32.8
v1793298006,New Brunswick,2021A000213,Men+,45 to 64 years,Life affected by wait time,5.2.3.7.4,56.0
v1793298013,New Brunswick,2021A000213,Men+,65 years and over,"Total, wait time - medical specialist",5.2.4.1.4,100.0
v1793298020,New Brunswick,2021A000213,Men+,65 years and over,"Wait time, less than 3 months",5.2.4.2.4,73.5
v1793298027,New Brunswick,2021A000213,Men+,65 years and over,"Wait time, 3 months to less than 6 months",5.2.4.3.4,12.7
v1793298034,New Brunswick,2021A000213,Men+,65 years and over,"Wait time, 6 months or more",5.2.4.4.4,13.8
v1793298041,New Brunswick,2021A000213,Men+,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,5.2.4.5.4,70.8
v1793298048,New Brunswick,2021A000213,Men+,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,5.2.4.6.4,15.8
v1793298055,New Brunswick,2021A000213,Men+,65 years and over,Life affected by wait time,5.2.4.7.4,44.2
v1793298062,New Brunswick,2021A000213,Women+,"Total, 18 years and over","Total, wait time - medical specialist",5.3.1.1.4,100.0
v1793298069,New Brunswick,2021A000213,Women+,"Total, 18 years and over","Wait time, less than 3 months",5.3.1.2.4,59.1
v1793298076,New Brunswick,2021A000213,Women+,"Total, 18 years and over","Wait time, 3 months to less than 6 months",5.3.1.3.4,16.0
v1793298083,New Brunswick,2021A000213,Women+,"Total, 18 years and over","Wait time, 6 months or more",5.3.1.4.4,24.9
v1793298090,New Brunswick,2021A000213,Women+,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,5.3.1.5.4,56.6
v1793298097,New Brunswick,2021A000213,Women+,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,5.3.1.6.4,26.5
v1793298104,New Brunswick,2021A000213,Women+,"Total, 18 years and over",Life affected by wait time,5.3.1.7.4,59.1
v1793298111,New Brunswick,2021A000213,Women+,18 to 44 years,"Total, wait time - medical specialist",5.3.2.1.4,100.0
v1793298118,New Brunswick,2021A000213,Women+,18 to 44 years,"Wait time, less than 3 months",5.3.2.2.4,54.4
v1793298125,New Brunswick,2021A000213,Women+,18 to 44 years,"Wait time, 3 months to less than 6 months",5.3.2.3.4,17.5
v1793298132,New Brunswick,2021A000213,Women+,18 to 44 years,"Wait time, 6 months or more",5.3.2.4.4,28.0
v1793298139,New Brunswick,2021A000213,Women+,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,5.3.2.5.4,43.9
v1793298146,New Brunswick,2021A000213,Women+,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,5.3.2.6.4,36.5
v1793298153,New Brunswick,2021A000213,Women+,18 to 44 years,Life affected by wait time,5.3.2.7.4,64.2
v1793298160,New Brunswick,2021A000213,Women+,45 to 64 years,"Total, wait time - medical specialist",5.3.3.1.4,100.0
v1793298167,New Brunswick,2021A000213,Women+,45 to 64 years,"Wait time, less than 3 months",5.3.3.2.4,57.0
v1793298174,New Brunswick,2021A000213,Women+,45 to 64 years,"Wait time, 3 months to less than 6 months",5.3.3.3.4,16.3
v1793298181,New Brunswick,2021A000213,Women+,45 to 64 years,"Wait time, 6 months or more",5.3.3.4.4,26.7
v1793298188,New Brunswick,2021A000213,Women+,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,5.3.3.5.4,59.4
v1793298195,New Brunswick,2021A000213,Women+,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,5.3.3.6.4,24.0
v1793298202,New Brunswick,2021A000213,Women+,45 to 64 years,Life affected by wait time,5.3.3.7.4,61.4
v1793298209,New Brunswick,2021A000213,Women+,65 years and over,"Total, wait time - medical specialist",5.3.4.1.4,100.0
v1793298216,New Brunswick,2021A000213,Women+,65 years and over,"Wait time, less than 3 months",5.3.4.2.4,66.3
v1793298223,New Brunswick,2021A000213,Women+,65 years and over,"Wait time, 3 months to less than 6 months",5.3.4.3.4,14.0
v1793298230,New Brunswick,2021A000213,Women+,65 years and over,"Wait time, 6 months or more",5.3.4.4.4,19.7
v1793298237,New Brunswick,2021A000213,Women+,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,5.3.4.5.4,67.5
v1793298244,New Brunswick,2021A000213,Women+,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,5.3.4.6.4,18.1
v1793298251,New Brunswick,2021A000213,Women+,65 years and over,Life affected by wait time,5.3.4.7.4,51.4
v1793298258,Quebec,2021A000224,Both genders,"Total, 18 years and over","Total, wait time - medical specialist",6.1.1.1.4,100.0
v1793298265,Quebec,2021A000224,Both genders,"Total, 18 years and over","Wait time, less than 3 months",6.1.1.2.4,68.3
v1793298272,Quebec,2021A000224,Both genders,"Total, 18 years and over","Wait time, 3 months to less than 6 months",6.1.1.3.4,12.6
v1793298279,Quebec,2021A000224,Both genders,"Total, 18 years and over","Wait time, 6 months or more",6.1.1.4.4,19.1
v1793298286,Quebec,2021A000224,Both genders,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,6.1.1.5.4,60.9
v1793298293,Quebec,2021A000224,Both genders,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,6.1.1.6.4,22.9
v1793298300,Quebec,2021A000224,Both genders,"Total, 18 years and over",Life affected by wait time,6.1.1.7.4,59.3
v1793298307,Quebec,2021A000224,Both genders,18 to 44 years,"Total, wait time - medical specialist",6.1.2.1.4,100.0
v1793298314,Quebec,2021A000224,Both genders,18 to 44 years,"Wait time, less than 3 months",6.1.2.2.4,64.9
v1793298321,Quebec,2021A000224,Both genders,18 to 44 years,"Wait time, 3 months to less than 6 months",6.1.2.3.4,16.7
v1793298328,Quebec,2021A000224,Both genders,18 to 44 years,"Wait time, 6 months or more",6.1.2.4.4,18.4
v1793298335,Quebec,2021A000224,Both genders,18 to 44 years,Satisfaction with wait time - Very satisfied or satisfied,6.1.2.5.4,53.4
v1793298342,Quebec,2021A000224,Both genders,18 to 44 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,6.1.2.6.4,28.4
v1793298349,Quebec,2021A000224,Both genders,18 to 44 years,Life affected by wait time,6.1.2.7.4,66.0
v1793298356,Quebec,2021A000224,Both genders,45 to 64 years,"Total, wait time - medical specialist",6.1.3.1.4,100.0
v1793298363,Quebec,2021A000224,Both genders,45 to 64 years,"Wait time, less than 3 months",6.1.3.2.4,64.9
v1793298370,Quebec,2021A000224,Both genders,45 to 64 years,"Wait time, 3 months to less than 6 months",6.1.3.3.4,10.1
v1793298377,Quebec,2021A000224,Both genders,45 to 64 years,"Wait time, 6 months or more",6.1.3.4.4,25.0
v1793298384,Quebec,2021A000224,Both genders,45 to 64 years,Satisfaction with wait time - Very satisfied or satisfied,6.1.3.5.4,56.2
v1793298391,Quebec,2021A000224,Both genders,45 to 64 years,Satisfaction with wait time - Dissatisfied or very dissatisfied,6.1.3.6.4,27.4
v1793298398,Quebec,2021A000224,Both genders,45 to 64 years,Life affected by wait time,6.1.3.7.4,62.1
v1793298405,Quebec,2021A000224,Both genders,65 years and over,"Total, wait time - medical specialist",6.1.4.1.4,100.0
v1793298412,Quebec,2021A000224,Both genders,65 years and over,"Wait time, less than 3 months",6.1.4.2.4,75.6
v1793298419,Quebec,2021A000224,Both genders,65 years and over,"Wait time, 3 months to less than 6 months",6.1.4.3.4,10.9
v1793298426,Quebec,2021A000224,Both genders,65 years and over,"Wait time, 6 months or more",6.1.4.4.4,13.5
v1793298433,Quebec,2021A000224,Both genders,65 years and over,Satisfaction with wait time - Very satisfied or satisfied,6.1.4.5.4,73.9
v1793298440,Quebec,2021A000224,Both genders,65 years and over,Satisfaction with wait time - Dissatisfied or very dissatisfied,6.1.4.6.4,12.1
v1793298447,Quebec,2021A000224,Both genders,65 years and over,Life affected by wait time,6.1.4.7.4,49.1
v1793298454,Quebec,2021A000224,Men+,"Total, 18 years and over","Total, wait time - medical specialist",6.2.1.1.4,100.0
v1793298461,Quebec,2021A000224,Men+,"Total, 18 years and over","Wait time, less than 3 months",6.2.1.2.4,67.0
v1793298468,Quebec,2021A000224,Men+,"Total, 18 years and over","Wait time, 3 months to less than 6 months",6.2.1.3.4,15.5
v1793298475,Quebec,2021A000224,Men+,"Total, 18 years and over","Wait time, 6 months or more",6.2.1.4.4,17.5
v1793298482,Quebec,2021A000224,Men+,"Total, 18 years and over",Satisfaction with wait time - Very satisfied or satisfied,6.2.1.5.4,61.9
v1793298489,Quebec,2021A000224,Men+,"Total, 18 years and over",Satisfaction with wait time - Dissatisfied or very dissatisfied,6.2.1.6.4,22.2
v1793298496,Quebec,2021A000224,Men+,"Total, 18 years and over",Life affected by wait time,6.2.1.7.4,55.9
v1793298503,Quebec,2021A000224,Men+,18 to 44 years,"Total, wait time - medical specialist",6.2.2.1.4,100.0
v1793298510,Quebec,2021A000224,Men+,18 to 44 years,"Wait time, less than 3 months",6.2.2.2.4,64.2
v1793298517,Quebec,2021A000224,Men+,18 to 44 years,"Wait time, 3 months to less than 6 months",6.2.2.3.4,20.0
v1793298524,Quebec,2021A000224,Men+,18 to 44 years,"Wait time, 6 months or more",6.2.2.4.4,15.7
