"REF_DATE","GEO","DGUID","Gender","Age group","Indicators ","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Perceived mental health - Very good or excellent","Statistically different from the Canada (excluding territories) rate","Rate","257","units","0","v1792536769","2.3.1.4.7","0","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Perceived mental health - Fair or poor","Number of persons","Number","223","units","0","v1792536770","2.3.1.5.1","38700","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Perceived mental health - Fair or poor","Low 95% confidence interval, number of persons","Number","223","units","0","v1792536771","2.3.1.5.2","34300","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Perceived mental health - Fair or poor","High 95% confidence interval, number of persons","Number","223","units","0","v1792536772","2.3.1.5.3","43400","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Perceived mental health - Fair or poor","Percentage","Percent","239","units","0","v1792536773","2.3.1.5.4","17.0","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Perceived mental health - Fair or poor","Low 95% confidence interval, percentage","Percent","239","units","0","v1792536774","2.3.1.5.5","15.1","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Perceived mental health - Fair or poor","High 95% confidence interval, percentage","Percent","239","units","0","v1792536775","2.3.1.5.6","19.2","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Perceived mental health - Fair or poor","Statistically different from the Canada (excluding territories) rate","Rate","257","units","0","v1792536776","2.3.1.5.7","0","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Has a regular health care provider","Number of persons","Number","223","units","0","v1792536777","2.3.1.6.1","184200","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Has a regular health care provider","Low 95% confidence interval, number of persons","Number","223","units","0","v1792536778","2.3.1.6.2","179300","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Has a regular health care provider","High 95% confidence interval, number of persons","Number","223","units","0","v1792536779","2.3.1.6.3","189000","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Has a regular health care provider","Percentage","Percent","239","units","0","v1792536780","2.3.1.6.4","80.5","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Has a regular health care provider","Low 95% confidence interval, percentage","Percent","239","units","0","v1792536781","2.3.1.6.5","78.3","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Has a regular health care provider","High 95% confidence interval, percentage","Percent","239","units","0","v1792536782","2.3.1.6.6","82.6","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Has a regular health care provider","Statistically different from the Canada (excluding territories) rate","Rate","257","units","0","v1792536783","2.3.1.6.7","-1","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Consulted a health care provider for a non-urgent primary health care need in the past 12 months","Number of persons","Number","223","units","0","v1792536784","2.3.1.7.1","198000","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Consulted a health care provider for a non-urgent primary health care need in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1792536785","2.3.1.7.2","193800","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Consulted a health care provider for a non-urgent primary health care need in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1792536786","2.3.1.7.3","202200","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Consulted a health care provider for a non-urgent primary health care need in the past 12 months","Percentage","Percent","239","units","0","v1792536787","2.3.1.7.4","87.2","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Consulted a health care provider for a non-urgent primary health care need in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1792536788","2.3.1.7.5","85.3","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Consulted a health care provider for a non-urgent primary health care need in the past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1792536789","2.3.1.7.6","88.9","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Consulted a health care provider for a non-urgent primary health care need in the past 12 months","Statistically different from the Canada (excluding territories) rate","Rate","257","units","0","v1792536790","2.3.1.7.7","1","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Quality of consultation in the past 12 months - Very good or excellent","Number of persons","Number","223","units","0","v1792536791","2.3.1.8.1","157000","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Quality of consultation in the past 12 months - Very good or excellent","Low 95% confidence interval, number of persons","Number","223","units","0","v1792536792","2.3.1.8.2","151500","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Quality of consultation in the past 12 months - Very good or excellent","High 95% confidence interval, number of persons","Number","223","units","0","v1792536793","2.3.1.8.3","162900","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Quality of consultation in the past 12 months - Very good or excellent","Percentage","Percent","239","units","0","v1792536794","2.3.1.8.4","79.6","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Quality of consultation in the past 12 months - Very good or excellent","Low 95% confidence interval, percentage","Percent","239","units","0","v1792536795","2.3.1.8.5","77.1","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Quality of consultation in the past 12 months - Very good or excellent","High 95% confidence interval, percentage","Percent","239","units","0","v1792536796","2.3.1.8.6","81.9","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Quality of consultation in the past 12 months - Very good or excellent","Statistically different from the Canada (excluding territories) rate","Rate","257","units","0","v1792536797","2.3.1.8.7","1","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Quality of consultation in the past 12 months - Fair or poor","Number of persons","Number","223","units","0","v1792536798","2.3.1.9.1","11600","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Quality of consultation in the past 12 months - Fair or poor","Low 95% confidence interval, number of persons","Number","223","units","0","v1792536799","2.3.1.9.2","8900","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Quality of consultation in the past 12 months - Fair or poor","High 95% confidence interval, number of persons","Number","223","units","0","v1792536800","2.3.1.9.3","14300","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Quality of consultation in the past 12 months - Fair or poor","Percentage","Percent","239","units","0","v1792536801","2.3.1.9.4","5.9","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Quality of consultation in the past 12 months - Fair or poor","Low 95% confidence interval, percentage","Percent","239","units","0","v1792536802","2.3.1.9.5","4.6","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Quality of consultation in the past 12 months - Fair or poor","High 95% confidence interval, percentage","Percent","239","units","0","v1792536803","2.3.1.9.6","7.4","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Quality of consultation in the past 12 months - Fair or poor","Statistically different from the Canada (excluding territories) rate","Rate","257","units","0","v1792536804","2.3.1.9.7","-1","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced difficulties getting non-urgent primary health care in the past 12 months","Number of persons","Number","223","units","0","v1792536805","2.3.1.10.1","92700","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced difficulties getting non-urgent primary health care in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1792536806","2.3.1.10.2","87000","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced difficulties getting non-urgent primary health care in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1792536807","2.3.1.10.3","98500","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced difficulties getting non-urgent primary health care in the past 12 months","Percentage","Percent","239","units","0","v1792536808","2.3.1.10.4","41.5","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced difficulties getting non-urgent primary health care in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1792536809","2.3.1.10.5","38.9","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced difficulties getting non-urgent primary health care in the past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1792536810","2.3.1.10.6","44.1","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced difficulties getting non-urgent primary health care in the past 12 months","Statistically different from the Canada (excluding territories) rate","Rate","257","units","0","v1792536811","2.3.1.10.7","0","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Consulted a medical specialist for an initial consultation in the past 12 months","Number of persons","Number","223","units","0","v1792536812","2.3.1.11.1","78200","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Consulted a medical specialist for an initial consultation in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1792536813","2.3.1.11.2","72600","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Consulted a medical specialist for an initial consultation in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1792536814","2.3.1.11.3","83900","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Consulted a medical specialist for an initial consultation in the past 12 months","Percentage","Percent","239","units","0","v1792536815","2.3.1.11.4","34.5","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Consulted a medical specialist for an initial consultation in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1792536816","2.3.1.11.5","32.1","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Consulted a medical specialist for an initial consultation in the past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1792536817","2.3.1.11.6","37.0","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Consulted a medical specialist for an initial consultation in the past 12 months","Statistically different from the Canada (excluding territories) rate","Rate","257","units","0","v1792536818","2.3.1.11.7","0","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced difficulties getting specialist care in the past 12 months","Number of persons","Number","223","units","0","v1792536819","2.3.1.12.1","69300","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced difficulties getting specialist care in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1792536820","2.3.1.12.2","64100","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced difficulties getting specialist care in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1792536821","2.3.1.12.3","75200","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced difficulties getting specialist care in the past 12 months","Percentage","Percent","239","units","0","v1792536822","2.3.1.12.4","32.1","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced difficulties getting specialist care in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1792536823","2.3.1.12.5","29.7","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced difficulties getting specialist care in the past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1792536824","2.3.1.12.6","34.7","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced difficulties getting specialist care in the past 12 months","Statistically different from the Canada (excluding territories) rate","Rate","257","units","0","v1792536825","2.3.1.12.7","0","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Level of coordination between health care providers in the past 12 months - Very good or excellent","Number of persons","Number","223","units","0","v1792536826","2.3.1.13.1","39200","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Level of coordination between health care providers in the past 12 months - Very good or excellent","Low 95% confidence interval, number of persons","Number","223","units","0","v1792536827","2.3.1.13.2","34800","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Level of coordination between health care providers in the past 12 months - Very good or excellent","High 95% confidence interval, number of persons","Number","223","units","0","v1792536828","2.3.1.13.3","43400","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Level of coordination between health care providers in the past 12 months - Very good or excellent","Percentage","Percent","239","units","0","v1792536829","2.3.1.13.4","57.2","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Level of coordination between health care providers in the past 12 months - Very good or excellent","Low 95% confidence interval, percentage","Percent","239","units","0","v1792536830","2.3.1.13.5","52.4","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Level of coordination between health care providers in the past 12 months - Very good or excellent","High 95% confidence interval, percentage","Percent","239","units","0","v1792536831","2.3.1.13.6","61.9","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Level of coordination between health care providers in the past 12 months - Very good or excellent","Statistically different from the Canada (excluding territories) rate","Rate","257","units","0","v1792536832","2.3.1.13.7","0","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Level of coordination between health care providers in the past 12 months - Fair or poor","Number of persons","Number","223","units","0","v1792536833","2.3.1.14.1","12400","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Level of coordination between health care providers in the past 12 months - Fair or poor","Low 95% confidence interval, number of persons","Number","223","units","0","v1792536834","2.3.1.14.2","9500","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Level of coordination between health care providers in the past 12 months - Fair or poor","High 95% confidence interval, number of persons","Number","223","units","0","v1792536835","2.3.1.14.3","15400","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Level of coordination between health care providers in the past 12 months - Fair or poor","Percentage","Percent","239","units","0","v1792536836","2.3.1.14.4","18.1","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Level of coordination between health care providers in the past 12 months - Fair or poor","Low 95% confidence interval, percentage","Percent","239","units","0","v1792536837","2.3.1.14.5","14.5","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Level of coordination between health care providers in the past 12 months - Fair or poor","High 95% confidence interval, percentage","Percent","239","units","0","v1792536838","2.3.1.14.6","22.3","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Level of coordination between health care providers in the past 12 months - Fair or poor","Statistically different from the Canada (excluding territories) rate","Rate","257","units","0","v1792536839","2.3.1.14.7","-1","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced discrimination in a health care setting in the past 12 months","Number of persons","Number","223","units","0","v1792536840","2.3.1.15.1","15500","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced discrimination in a health care setting in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1792536841","2.3.1.15.2","12300","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced discrimination in a health care setting in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1792536842","2.3.1.15.3","18800","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced discrimination in a health care setting in the past 12 months","Percentage","Percent","239","units","0","v1792536843","2.3.1.15.4","7.5","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced discrimination in a health care setting in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1792536844","2.3.1.15.5","6.1","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced discrimination in a health care setting in the past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1792536845","2.3.1.15.6","9.2","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Experienced discrimination in a health care setting in the past 12 months","Statistically different from the Canada (excluding territories) rate","Rate","257","units","0","v1792536846","2.3.1.15.7","-1","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Had unmet health care needs in the past 12 months","Number of persons","Number","223","units","0","v1792536847","2.3.1.16.1","60200","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Had unmet health care needs in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1792536848","2.3.1.16.2","55200","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Had unmet health care needs in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1792536849","2.3.1.16.3","65600","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Had unmet health care needs in the past 12 months","Percentage","Percent","239","units","0","v1792536850","2.3.1.16.4","26.5","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Had unmet health care needs in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1792536851","2.3.1.16.5","24.3","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Had unmet health care needs in the past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1792536852","2.3.1.16.6","28.8","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Had unmet health care needs in the past 12 months","Statistically different from the Canada (excluding territories) rate","Rate","257","units","0","v1792536853","2.3.1.16.7","0","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months","Number of persons","Number","223","units","0","v1792536854","2.3.1.17.1","25700","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months","Low 95% confidence interval, number of persons","Number","223","units","0","v1792536855","2.3.1.17.2","21700","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months","High 95% confidence interval, number of persons","Number","223","units","0","v1792536856","2.3.1.17.3","30200","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months","Percentage","Percent","239","units","0","v1792536857","2.3.1.17.4","12.9","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months","Low 95% confidence interval, percentage","Percent","239","units","0","v1792536858","2.3.1.17.5","11.0","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months","High 95% confidence interval, percentage","Percent","239","units","0","v1792536859","2.3.1.17.6","15.1","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months","Statistically different from the Canada (excluding territories) rate","Rate","257","units","0","v1792536860","2.3.1.17.7","0","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Has insurance that covers all or part of the cost of prescription medications","Number of persons","Number","223","units","0","v1792536861","2.3.1.18.1","191900","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Has insurance that covers all or part of the cost of prescription medications","Low 95% confidence interval, number of persons","Number","223","units","0","v1792536862","2.3.1.18.2","187200","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Has insurance that covers all or part of the cost of prescription medications","High 95% confidence interval, number of persons","Number","223","units","0","v1792536863","2.3.1.18.3","196400","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Has insurance that covers all or part of the cost of prescription medications","Percentage","Percent","239","units","0","v1792536864","2.3.1.18.4","85.4","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Has insurance that covers all or part of the cost of prescription medications","Low 95% confidence interval, percentage","Percent","239","units","0","v1792536865","2.3.1.18.5","83.3","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Has insurance that covers all or part of the cost of prescription medications","High 95% confidence interval, percentage","Percent","239","units","0","v1792536866","2.3.1.18.6","87.2","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","Total, 18 years and over","Has insurance that covers all or part of the cost of prescription medications","Statistically different from the Canada (excluding territories) rate","Rate","257","units","0","v1792536867","2.3.1.18.7","1","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Has at least one chronic condition","Number of persons","Number","223","units","0","v1792536868","2.3.2.1.1","43600","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Has at least one chronic condition","Low 95% confidence interval, number of persons","Number","223","units","0","v1792536869","2.3.2.1.2","39200","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Has at least one chronic condition","High 95% confidence interval, number of persons","Number","223","units","0","v1792536870","2.3.2.1.3","47600","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Has at least one chronic condition","Percentage","Percent","239","units","0","v1792536871","2.3.2.1.4","54.4","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Has at least one chronic condition","Low 95% confidence interval, percentage","Percent","239","units","0","v1792536872","2.3.2.1.5","49.2","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Has at least one chronic condition","High 95% confidence interval, percentage","Percent","239","units","0","v1792536873","2.3.2.1.6","59.4","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Has at least one chronic condition","Statistically different from the Canada (excluding territories) rate","Rate","257","units","0","v1792536874","2.3.2.1.7","1","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived health - Very good or excellent","Number of persons","Number","223","units","0","v1792536875","2.3.2.2.1","42800","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived health - Very good or excellent","Low 95% confidence interval, number of persons","Number","223","units","0","v1792536876","2.3.2.2.2","38600","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived health - Very good or excellent","High 95% confidence interval, number of persons","Number","223","units","0","v1792536877","2.3.2.2.3","47100","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived health - Very good or excellent","Percentage","Percent","239","units","0","v1792536878","2.3.2.2.4","53.0","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived health - Very good or excellent","Low 95% confidence interval, percentage","Percent","239","units","0","v1792536879","2.3.2.2.5","47.6","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived health - Very good or excellent","High 95% confidence interval, percentage","Percent","239","units","0","v1792536880","2.3.2.2.6","58.3","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived health - Very good or excellent","Statistically different from the Canada (excluding territories) rate","Rate","257","units","0","v1792536881","2.3.2.2.7","0","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived health - Fair or poor","Number of persons","Number","223","units","0","v1792536882","2.3.2.3.1","11300","E","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived health - Fair or poor","Low 95% confidence interval, number of persons","Number","223","units","0","v1792536883","2.3.2.3.2","8300","E","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived health - Fair or poor","High 95% confidence interval, number of persons","Number","223","units","0","v1792536884","2.3.2.3.3","14300","E","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived health - Fair or poor","Percentage","Percent","239","units","0","v1792536885","2.3.2.3.4","13.9","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived health - Fair or poor","Low 95% confidence interval, percentage","Percent","239","units","0","v1792536886","2.3.2.3.5","10.5","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived health - Fair or poor","High 95% confidence interval, percentage","Percent","239","units","0","v1792536887","2.3.2.3.6","18.1","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived health - Fair or poor","Statistically different from the Canada (excluding territories) rate","Rate","257","units","0","v1792536888","2.3.2.3.7","0","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived mental health - Very good or excellent","Number of persons","Number","223","units","0","v1792536889","2.3.2.4.1","27300","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived mental health - Very good or excellent","Low 95% confidence interval, number of persons","Number","223","units","0","v1792536890","2.3.2.4.2","23500","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived mental health - Very good or excellent","High 95% confidence interval, number of persons","Number","223","units","0","v1792536891","2.3.2.4.3","31400","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived mental health - Very good or excellent","Percentage","Percent","239","units","0","v1792536892","2.3.2.4.4","34.0","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived mental health - Very good or excellent","Low 95% confidence interval, percentage","Percent","239","units","0","v1792536893","2.3.2.4.5","29.2","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived mental health - Very good or excellent","High 95% confidence interval, percentage","Percent","239","units","0","v1792536894","2.3.2.4.6","39.1","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived mental health - Very good or excellent","Statistically different from the Canada (excluding territories) rate","Rate","257","units","0","v1792536895","2.3.2.4.7","-1","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived mental health - Fair or poor","Number of persons","Number","223","units","0","v1792536896","2.3.2.5.1","19600","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived mental health - Fair or poor","Low 95% confidence interval, number of persons","Number","223","units","0","v1792536897","2.3.2.5.2","15800","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived mental health - Fair or poor","High 95% confidence interval, number of persons","Number","223","units","0","v1792536898","2.3.2.5.3","23100","","","","0"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived mental health - Fair or poor","Percentage","Percent","239","units","0","v1792536899","2.3.2.5.4","24.4","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived mental health - Fair or poor","Low 95% confidence interval, percentage","Percent","239","units","0","v1792536900","2.3.2.5.5","20.1","","","","1"
"2024","Newfoundland and Labrador","2021A000210","Women+","18 to 44 years","Perceived mental health - Fair or poor","High 95% confidence interval, percentage","Percent","239","units","0","v1792536901","2.3.2.5.6","29.2","","","","1"
